#time (s), temperature (K), gate voltage (V), leakage current (A), resistance (ohm), phase (), demodulation duration (s)
0.0000000000e+00, -1.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 1.0230417067e+03, 8.0405485070e-03, 1.0561828571e-01
5.0000000000e+00, -1.0000000000e+00, 0.0000000000e+00, 0.0000000000e+00, 1.0419635050e+03, -4.9887137868e-04, 1.0005942857e-01
